year,title,test,binary,budget,domgross,intgross,budget_2026$,domgross_2026$,intgross_2026$
2004,Maria Full of Grace,ok,PASS,3200000,6529624,14441158,5485242,11192678,24754139
2004,Mean Girls,ok,PASS,18000000,86047227,130953026,30854486,147496830,224471571
2004,Million Dollar Baby,ok,PASS,30000000,100492203,232016402,51424143,172257514,397708154
2004,Miracle,notalk,FAIL,28000000,64378093,64474705,47995867,110352942,110518548
2004,My Summer of Love,ok,PASS,1700000,1000915,4951476,2914035,1715706,8487514
2004,Napoleon Dynamite,notalk,FAIL,400000,44540956,46122713,685655,76349350,79060699
2004,New York Minute,notalk,FAIL,40000000,14018364,21215882,68565524,24029412,36366952
2004,Primer,notalk,FAIL,7000,424760,565846,11998,728097,969938
2004,Raising Helen,ok,PASS,50000000,37485528,43340302,85706905,64255372,74291263
2004,Ray,dubious,FAIL,40000000,75305995,124823094,68565524,129084876,213964021
2004,Resident Evil: Apocalypse,ok,PASS,50000000,50740078,128940078,85706905,86975501,221021101
2004,Saved!,ok,PASS,5000000,8886160,10228228,8570690,15232105,17532595
2004,Saw,men,FAIL,1200000,55185045,103096345,2056965,94594788,176721372
2004,Secret Window,notalk,FAIL,40000000,47958031,92111551,68565524,82206688,157891920
2004,Shark Tale,notalk,FAIL,75000000,161412000,367825111,128560358,276682459,630503037
2004,Shaun of the Dead,ok,PASS,5000000,13542874,30332385,8570690,23214357,51993897
2004,Shrek 2,ok,PASS,70000000,441226247,937008132,119989666,756322720,1606161338
2004,Sideways,ok,PASS,17000000,71502303,109874155,29140348,122564822,188339475
2004,Sky Captain and the World of Tomorrow,ok,PASS,70000000,37760080,49730854,119989666,64725992,85245552
2004,Spanglish,ok,PASS,75000000,42044321,54344321,128560358,72069772,93153672
2004,Spider-Man 2,notalk,FAIL,200000000,373524485,783705001,342827619,640272550,1343378601
2004,Team America: World Police,men,FAIL,20000000,32774834,50274834,34282763,56180592,86178008
2004,The Aviator,notalk,FAIL,110000000,102608827,214608827,188555190,175885700,367869167
2004,The Bourne Supremacy,men,FAIL,85000000,176087450,288587450,145701739,301838207,494678743
2004,The Butterfly Effect,men,FAIL,13000000,57924679,96046844,22283795,99290900,164637555
2004,The Chronicles of Riddick,men,FAIL,120000000,57712751,107212751,205696572,98927625,183777461
2004,The Day After Tomorrow,ok,PASS,125000000,186740799,556319450,214267263,320099518,953608364
2004,The Grudge,ok,PASS,10000000,110359362,187281115,17141381,189171187,321025694
2004,The Incredibles,ok,PASS,92000000,261441092,632107545,157700706,448146136,1083519626
2004,The Life Aquatic with Steve Zissou,men,FAIL,50000000,24006726,34806726,85706905,41150844,59663536
2004,The Notebook,dubious,FAIL,30000000,81001787,102276787,51424143,138848250,175316537
2004,The Phantom of the Opera,men,FAIL,55000000,51225796,158225796,94277595,87808089,271220866
2004,The Polar Express,notalk,FAIL,170000000,194949659,319049659,291403477,334170638,546895176
2004,The Princess Diaries 2: Royal Engagement,ok,PASS,45000000,95149435,122071435,77136214,163099271,209247297
2004,The Stepford Wives,ok,PASS,100000000,59475623,96221971,171413810,101949432,164937746
2004,The Terminal,notalk,FAIL,75000000,77073959,218673959,128560358,132115409,374837365
2004,The Village,ok,PASS,71682975,114197520,257641634,122874518,195750320,441633341
2004,The Whole Ten Yards,notalk,FAIL,30000000,16323969,26323969,51424143,27981537,45122918
2004,Troy,notalk,FAIL,150000000,133298577,484161265,257120715,228492170,829919270
2004,Van Helsing,ok,PASS,170000000,120150546,300150546,291403477,205954628,514499486
2004,Vera Drake,ok,PASS,11000000,3753806,13353855,18855520,6434542,22890352
2004,White Chicks,ok,PASS,20000000,69148997,111448997,34282763,118530931,191038972
2004,Wimbledon,ok,PASS,35000000,16862585,41666476,59994834,28904800,71422093
2003,2 Fast 2 Furious,notalk,FAIL,76000000,127120058,236220058,133749427,223713615,415714436
2003,21 grams,dubious,FAIL,20000000,16248701,59667625,35197217,28595453,105006719
2003,Big Fish,notalk,FAIL,70000000,66432867,123432867,123190261,116912603,217224673
2003,Bon voyage,ok,PASS,20000000,2353728,8361736,35197217,4142233,14715492
2003,Bruce Almighty,ok,PASS,81000000,242704995,483473962,142548730,427127023,850846907
2003,Charlie&#39;s Angels: Full Throttle,ok,PASS,120000000,100814328,227200000,211183305,177419191,399840390
2003,Cold Mountain,ok,PASS,80000000,95632614,161632614,140788870,168300095,284450912
2003,Cradle 2 the Grave,notalk,FAIL,25000000,34657731,56434942,43996522,60992784,99317646
2003,Daddy Day Care,ok,PASS,60000000,104148781,164285587,105591652,183287364,289119776
2003,Daredevil,nowomen,FAIL,80000000,102543518,182782518,140788870,180462325,321671801
2003,Darkness Falls,notalk,FAIL,7000000,32539681,32539681,12319027,57265312,57265312
2003,Dreamcatcher,nowomen,FAIL,68000000,33685268,75685268,119670539,59281384,133195542
2003,Final Destination 2,ok,PASS,26000000,46896664,90396664,45756383,82531604,159085551
2003,Finding Nemo,notalk,FAIL,94000000,380529370,906465556,165426922,669678748,1595253262
2003,Freaky Friday,ok,PASS,26000000,110222438,160822438,45756383,193976155,283025115
2003,Girl with a Pearl Earring,ok,PASS,12000000,11634362,43281552,21118330,20474858,76169509
2003,Goodbye Lenin!,ok,PASS,6400000,4063859,79384539,11263110,7151827,139705743
2003,Holes,men,FAIL,20000000,67383924,72383924,35197217,118586331,127385635
2003,Hollywood Homicide,notalk,FAIL,75000000,30207785,51107785,131989566,53161499,89942591
2003,House of Sand and Fog,ok,PASS,16500000,13005485,16157923,29037705,22887844,28435697
2003,How to Lose a Guy in 10 Days,men,FAIL,50000000,105807520,177079973,87993044,186206514,311636115
2003,Hulk,notalk,FAIL,137000000,132177234,245229234,241100939,232613542,431569334
2003,Identity,notalk,FAIL,28000000,52131264,82183683,49276105,91743771,144631848
2003,In the Cut,ok,PASS,12000000,4717455,23693646,21118330,8302064,41697520
2003,Jeepers Creepers II,ok,PASS,25000000,35623801,35623801,43996522,62692934,62692934
2003,Kill Bill: Vol. 1,ok,PASS,55000000,70098138,180098138,96792348,123362970,316947665
2003,Lara Croft Tomb Raider: The Cradle of Life,nowomen,FAIL,90000000,65653758,156453758,158387478,115541480,275336846
2003,"Legally Blonde 2: Red, White &amp; Blonde",ok,PASS,25000000,90639088,125339088,43996522,159512184,220579356
2003,Les triplettes de Belleville,ok,PASS,2000000,7301288,14440113,3519722,12849252,25412590
2003,Lost In Translation,dubious,FAIL,4000000,44585453,112550685,7039444,78464193,198073546
2003,Love Actually,ok,PASS,45000000,59472278,247967903,79193739,104662934,436389010
2003,Master and Commander: The Far Side of the World,nowomen,FAIL,135000000,93926386,212912137,237581217,165297371,374695739
2003,Mona Lisa Smile,ok,PASS,65000000,63803100,141205169,114390956,112284579,248501452
2003,Monster,ok,PASS,5000000,34469210,58003694,8799305,60661014,102078431
2003,Mystic River,ok,PASS,30000000,90135191,156835191,52795827,158625396,276008116
2003,Peter Pan,ok,PASS,100000000,48417850,95255485,175986087,85208679,167636401
2003,Pirates of the Caribbean: The Curse of the Black Pearl,men,FAIL,125000000,305411224,634954103,219982609,537481262,1117430880
2003,Pride and Prejudice,ok,PASS,28000000,38372662,120918508,49276105,67530547,212799751
2003,S.W.A.T.,ok,PASS,70000000,116877597,207154748,123190261,205688309,364563534
2003,Scary Movie 3,ok,PASS,45000000,110000082,155200000,79193739,193584840,273130407
2003,Secondhand Lions,notalk,FAIL,30000000,42070939,47902566,52795827,74038999,84301851
2003,Shanghai Knights,notalk,FAIL,50000000,60470220,88316835,87993044,106419174,155425342
2003,Shattered Glass,men,FAIL,6000000,2207975,2932719,10559166,3885728,5161177
2003,Sinbad: Legend of the Seven Seas,men,FAIL,60000000,26483452,80767884,105591652,46607191,142140238
2003,Something&#39;s Gotta Give,dubious,FAIL,80000000,124685242,266685242,140788870,219428679,469328921
2003,Spy Kids 3-D: Game Over,ok,PASS,40000000,111760631,167851995,70394434,196683161,295396159
2003,Swimming Pool,ok,PASS,7800000,10130108,22441323,13726914,17827581,39493606
2003,Terminator 3: Rise of the Machines,ok,PASS,170000000,150358296,433058296,299176348,264609681,762122349
2003,The Core,ok,PASS,85000000,31111260,74132631,149588173,54751488,130463116
2003,The Italian Job,notalk,FAIL,60000000,106126012,176262839,105591652,186767016,310198073
2003,The Jungle Book 2,nowomen,FAIL,20000000,47901582,135703599,35197217,84300120,238819454
2003,The Last Samurai,nowomen,FAIL,140000000,111110575,456810575,246380522,195539154,803923056
2003,The League of Extraordinary Gentlemen,nowomen,FAIL,78000000,66465204,179265204,137269148,116969512,315481818
2003,The Lord of the Rings: The Return of the King,notalk,FAIL,94000000,377845905,1141408667,165426922,664956223,2008720449
2003,The Matrix Reloaded,ok,PASS,127000000,281553689,738576929,223502330,495495320,1299792636
2003,The Matrix Revolutions,ok,PASS,110000000,139259759,424259759,193584695,245077800,746638148
2003,The Missing,ok,PASS,65000000,26900336,38253433,114390956,47340849,67320720
2003,The School of Rock,dubious,FAIL,20000000,81261177,131161177,35197217,143008365,230825422
2003,Thirteen,ok,PASS,2000000,4601043,9505996,3519722,8097196,16729231
2003,Timeline,notalk,FAIL,80000000,19480739,26703184,140788870,34283391,46993889
2003,Undead,ok,PASS,750000,41196,229250,1319895,72500,403448
2003,Underworld,dubious,FAIL,22000000,51970690,95708457,38716939,91461184,168433568
2003,Wrong Turn,ok,PASS,10000000,15417771,28649556,17598609,27133132,50419232
2003,X2 (X-Men 2),ok,PASS,125000000,214949694,407711549,219982609,378281556,717515601
2002,25th Hour,men,FAIL,4500000,13084595,25344490,8101345,23556184,45627663
2002,28 Days Later...,ok,PASS,8000000,45064915,82955633,14402393,81130326,149344953
2002,8 femmes,ok,PASS,8000000,3076425,42376425,14402393,5538486,76290240
2002,8 Mile,notalk,FAIL,41000000,116724075,242924075,73812264,210138248,437335996
2002,About Schmidt,notalk,FAIL,30000000,65005217,105823486,54008973,117028834,190513928
2002,Adaptation,dubious,FAIL,18500000,22498520,22498520,33305533,40504065,40504065
2002,All or Nothing,ok,PASS,9000000,184255,184255,16202692,331714,331714
2002,Antwone Fisher,notalk,FAIL,12500000,21078145,23367586,22503739,37946965,42068645
2002,Austin Powers in Goldmember,notalk,FAIL,63000000,213117789,292738626,113418844,383675766,527017088
2002,Bend It Like Beckham,ok,PASS,5600000,32543449,76730377,10081676,58587943,138137630
2002,Blade II,notalk,FAIL,54000000,81676888,154338601,97216152,147042829,277855646
2002,Blue Crush,ok,PASS,30000000,40118420,51618420,54008973,72225156,92928596
2002,Cabin Fever,ok,PASS,1500000,21158188,30351664,2700449,38091067,54642073
2002,Carrie,ok,PASS,30000000,35266619,85001659,54008973,63490463,153028411
2002,Catch Me If You Can,notalk,FAIL,52000000,164606800,351106800,93615553,296341475,632097260
2002,Chicago,ok,PASS,30000000,170687518,307687518,54008973,307288587,553929564
2002,Crossroads,ok,PASS,12000000,37188667,57000000,21603590,66950725,102617049
2002,Death to Smoochy,men,FAIL,50000000,8355815,8374062,90014956,15042966,15075816
2002,Die Another Day,men,FAIL,142000000,160942139,431942139,255642474,289743989,777625049
2002,Drumline,notalk,FAIL,20000000,56398162,56398162,36005982,101533561,101533561
2002,Equilibrium,notalk,FAIL,20000000,1190018,5345869,36005982,2142389,9624163
2002,Far from Heaven,ok,PASS,13500000,15901849,29027914,24304037,28628084,52258928
2002,Frida,men,FAIL,12000000,25885000,55710675,21603590,46600742,100295878
2002,Funny Ha Ha,ok,PASS,30000,77070,77070,54008,138748,138748
2002,Gangs of New York,notalk,FAIL,97000000,77730500,190400000,174629014,139938150,342776951
2002,Gerry,nowomen,FAIL,7000000,254683,254683,12602094,458505,458505
2002,Harry Potter and the Chamber of Secrets,ok,PASS,100000000,261987880,878979634,180029912,471656547,1582426253
2002,High Crimes,ok,PASS,42000000,41543207,63781100,75612563,74790198,114825057
2002,I Spy,notalk,FAIL,70000000,33561137,60279822,126020938,60420085,108521710
2002,Ice Age,nowomen,FAIL,65000000,176387405,386116343,117019442,317550088,695124908
2002,Igby Goes Down,men,FAIL,9000000,4777465,4777465,16202692,8600865,8600865
2002,Insomnia,notalk,FAIL,46000000,67263182,113622499,82813759,121093846,204554484
2002,Lilo and Stitch,ok,PASS,80000000,145771527,245800000,144023928,262432350,442513521
2002,Maid in Manhattan,ok,PASS,55000000,93932896,163838217,99016451,169107310,294957796
2002,May,ok,PASS,1750000,145540,497339,3150524,262015,895359
2002,Men in Black II,notalk,FAIL,140000000,190418803,441767803,252041875,342810802,795314183
2002,Minority Report,notalk,FAIL,102000000,132024714,358824714,183630509,237683976,645991814
2002,Mr Deeds,men,FAIL,50000000,126293452,171269535,90014956,227365989,308336391
2002,My Big Fat Greek Wedding,ok,PASS,5000000,241438208,352242522,9001495,434660991,634141898
2002,Panic Room,ok,PASS,48000000,95308367,196308367,86414357,171583568,353413779
2002,Phone Booth,notalk,FAIL,11000000,46566212,97837138,19803290,83833110,176136113
2002,Queen of the Damned,ok,PASS,35000000,30307804,30307804,63010469,54563113,54563113
2002,Rabbit-Proof Fence,ok,PASS,7000000,6199600,16866928,12602094,11161134,30365516
2002,Real Women Have Curves,ok,PASS,3000000,5853194,5853194,5400898,10537500,10537500
2002,Red Dragon,notalk,FAIL,78000000,92955420,206455420,140423331,167347560,371681509
2002,Reign of Fire,notalk,FAIL,60000000,43061982,82150183,108017947,77524448,147894902
2002,Resident Evil,ok,PASS,35000000,40119709,103787401,63010469,72227476,186848366
2002,Scooby-Doo,ok,PASS,84000000,153294164,276294164,151225125,275975347,497412138
2002,Signs,notalk,FAIL,70702619,227965690,408265690,127285863,410406429,735000358
2002,Snow Dogs,notalk,FAIL,32000000,81150692,116898028,57609572,146095519,210451415
2002,Solaris,notalk,FAIL,47000000,14970038,14970038,84614058,26950546,26950546
2002,Spider-Man,notalk,FAIL,139000000,403706375,821565375,250241576,726792227,1479063413
2002,Spirit: Stallion of the Cimarron,nowomen,FAIL,80000000,73215310,106515310,144023928,131809458,191759418
2002,Spun,ok,PASS,4500000,410241,1022649,8101345,738557,1841074
2002,Spy Kids 2: Island of Lost Dreams,ok,PASS,38000000,85846296,119721296,68411366,154549010,215534142
2002,Star Trek: Nemesis,notalk,FAIL,60000000,43254409,67312826,108017947,77870875,121183220
2002,Star Wars: Episode II - Attack of the Clones,dubious,FAIL,115000000,310676740,656695615,207034398,559311058,1182248532
2002,The Adventures of Pluto Nash,men,FAIL,100000000,4411102,7094995,180029912,7941304,12773113
2002,The Banger Sisters,ok,PASS,10000000,30306281,38067218,18002991,54560370,68532379
2002,The Bourne Identity,notalk,FAIL,60000000,121468960,213300000,108017947,218680460,384003801
2002,The Dangerous Lives of Altar Boys,notalk,FAIL,12000000,1779284,1779284,21603590,3203244,3203244
2002,The Good Girl,ok,PASS,8000000,14018296,16856124,14402393,25237126,30346064
2002,The Hours,ok,PASS,25000000,41675994,97030468,45007477,75029255,174683865
2002,The Importance of Being Earnest,ok,PASS,15000000,8378141,8378141,27004486,15083160,15083160
2002,The Lord of the Rings: The Two Towers,notalk,FAIL,94000000,342548984,927048984,169228116,616690630,1668965461
2002,The Powerpuff Girls,ok,PASS,25000000,11411644,16425701,45007477,20544372,29571176
2002,The Quiet American,men,FAIL,20000000,12987647,26348203,36005982,23381649,47434647
2002,The Ring,ok,PASS,48000000,129094024,248218486,86414357,232407857,446867519
2002,The Rules of Attraction,dubious,FAIL,4000000,6525762,11799060,7201197,11748323,21241837
2002,The Santa Clause 2,notalk,FAIL,65000000,139225854,172825854,117019442,250648180,311138231
2002,The Sweetest Thing,ok,PASS,43000000,24430272,44633441,77412861,43981798,80353544
2002,The Transporter,nowomen,FAIL,21000000,25296447,43928932,37806282,45541170,79085218
2002,The Tuxedo,nowomen,FAIL,60000000,50586000,104429625,108017947,91069931,188004561
2002,Treasure Planet,notalk,FAIL,100000000,38120554,91800000,180029912,68628399,165267458
2002,Tuck Everlasting,ok,PASS,15000000,19161999,19344615,27004486,34497330,34826093
2002,Two Weeks Notice,ok,PASS,60000000,93354918,199043309,108017947,168066775,358337492
2002,We Were Soldiers,ok,PASS,70000000,78120196,114658262,126020938,140639719,206419167
2002,Whale Rider,ok,PASS,4300000,20779666,39892476,7741287,37409615,71818389
2002,White Oleander,ok,PASS,16000000,16357770,21657770,28804785,29448879,38990465
2002,xXx,notalk,FAIL,70000000,141930000,267200000,126020938,255516453,481039922
2001,A Beautiful Mind,notalk,FAIL,78000000,170708996,317668058,142664019,312231171,581023100
2001,A Knight&#39;s Tale,men,FAIL,41000000,56083966,100622586,74990061,102579025,184041314
2001,Along Came A Spider,ok,PASS,28000000,74058698,105159085,51212725,135455275,192338688
2001,American Outlaws,notalk,FAIL,35000000,13264986,13264986,64015907,24262002,24262002
2001,Antitrust,men,FAIL,30000000,10965209,17865209,54870777,20055651,32675930
2001,Artificial Intelligence: AI,notalk,FAIL,90000000,78616689,235900000,164612329,143791958,431467205
2001,Atlantis: The Lost Empire,notalk,FAIL,90000000,84052762,186049020,164612329,153734677,340288473
2001,Black Hawk Down,nowomen,FAIL,95000000,108638745,159691085,173757459,198703076,292079128
2001,Blow,notalk,FAIL,30000000,52990775,83282296,54870777,96921499,152325475
2001,Bridget Jones&#39;s Diary,ok,PASS,25000000,71500556,281527158,45725647,130776368,514920458
2001,Don&#39;t Say A Word,ok,PASS,50000000,54997476,104488383,91451294,100591806,191111956
2001,Donnie Darko,dubious,FAIL,4500000,1270522,7696529,8230617,2323817,14077151
2001,Dr. Dolittle 2,ok,PASS,72000000,112950721,176101721,131689864,206589793,322094606
2001,Evolution,ok,PASS,80000000,38311134,98341932,146322071,70072056,179869939
2001,From Hell,dubious,FAIL,35000000,31598308,68712365,64015907,57794123,125676694
2001,Ghost World,ok,PASS,5500000,6217849,8761608,10059643,11372606,16025207
2001,Gosford Park,ok,PASS,18000000,41300105,41300105,32922466,75538961,75538961
2001,Hannibal,ok,PASS,87000000,165092266,350100280,159125251,301958027,640342473
2001,Harry Potter and the Sorcerer&#39;s Stone,ok,PASS,125000000,317575550,974755371,228628236,580853901,1782852800
2001,Hedwig and the Angry Inch,ok,PASS,6000000,3067312,3643900,10974156,5610193,6664787
2001,High Heels and Low Lifes,ok,PASS,10000000,226792,226792,18290259,414808,414808
2001,Impostor,nowomen,FAIL,40000000,6114237,6114237,73161035,11183098,11183098
2001,Jason X,ok,PASS,14000000,13121555,16951798,25606362,23999664,31005277
2001,Jay and Silent Bob Strike Back,ok,PASS,22000000,30059386,33762400,40238569,54979396,61752304
2001,Jeepers Creepers,ok,PASS,10000000,37904175,58939035,18290259,69327716,107801020
2001,Josie and the Pussycats,ok,PASS,22000000,14252830,14252830,40238569,26068795,26068795
2001,Kate &amp; Leopold,men,FAIL,48000000,47095453,70937778,87793242,86138802,129747031
2001,Kiss of the Dragon,notalk,FAIL,25000000,36833473,36833473,45725647,67369376,67369376
2001,Kissing Jessica Stein,ok,PASS,1500000,7025722,8831884,2743539,12850228,16153745
2001,L.I.E.,notalk,FAIL,700000,1140965,1140965,1280318,2086854,2086854
2001,Lara Croft: Tomb Raider,nowomen,FAIL,94000000,131144183,274644183,171928433,239866105,502331319
2001,Legally Blonde,ok,PASS,18000000,96493426,141809235,32922466,176488974,259372762
2001,Lovely and Amazing,ok,PASS,250000,4210379,4695781,457256,7700892,8588704
2001,Monkeybone,dubious,FAIL,75000000,5409517,5409517,137176941,9894146,9894146
2001,Monsoon Wedding,ok,PASS,1200000,13876974,27025600,2194831,25381344,49430523
2001,"Monsters, Inc.",notalk,FAIL,115000000,289423425,559757719,210337976,529362935,1023811355
2001,Moulin Rouge!,ok,PASS,53000000,57386369,179213196,96938372,104961155,327785573
2001,Mulholland Dr.,ok,PASS,15000000,7219578,11919578,27435388,13204796,21801217
2001,Nowhere in Africa,ok,PASS,6500000,6173485,6173485,11888669,11291463,11291463
2001,Ocean&#39;s Eleven,notalk,FAIL,85000000,183417150,450728529,155467199,335474714,824394145
2001,Osmosis Jones,dubious,FAIL,70000000,13596911,13596911,128031812,24869102,24869102
2001,Pearl Harbor,men,FAIL,151500000,198539855,449239855,277097422,363134534,821671321
2001,Save the Last Dance,ok,PASS,13000000,91038276,131638276,23777336,166511362,240769813
2001,Shallow Hal,ok,PASS,40000000,70836296,70836296,73161035,129561419,129561419
2001,Shaolin Soccer,nowomen,FAIL,10000000,488872,42776032,18290259,894159,78238470
2001,Shrek,notalk,FAIL,50000000,267655011,491812794,91451294,489547942,899538329
2001,Someone Like You...,ok,PASS,23000000,27338033,38684906,42067595,50001970,70755694
2001,Spy Kids,ok,PASS,35000000,112692062,197692062,64015907,206116698,361583898
2001,Super Troopers,notalk,FAIL,3000000,18492362,23046142,5487078,33823009,42151990
2001,The Fast and the Furious,notalk,FAIL,38000000,144512310,206512310,69502983,264316755,377716359
2001,The Glass House,ok,PASS,22000000,17951431,22861785,40238569,32833632,41814796
2001,The Legend of Suriyothai,ok,PASS,9000000,454255,454255,16461233,830845,830845
2001,The Lord of the Rings: The Fellowship of the Ring,notalk,FAIL,109000000,315544750,887217688,199363821,577139515,1622744113
2001,The Majestic,notalk,FAIL,72000000,27796042,37306334,131689864,50839681,68234251
2001,The One,nowomen,FAIL,49000000,43905746,43905746,89622268,80304745,80304745
2001,The Others,ok,PASS,17000000,96522687,209947037,31093440,176542492,383998564
2001,The Princess Diaries,ok,PASS,30000000,108244774,165334774,54870777,197982493,302401581
2001,The Royal Tenenbaums,ok,PASS,28000000,52353636,71430876,51212725,95756155,130648920
2001,The Wedding Planner,ok,PASS,28000000,60400856,94728529,51212725,110474729,173260931
2001,Thir13en Ghosts,notalk,FAIL,19000000,41867960,68467960,34751491,76577583,125229670
2001,Training Day,notalk,FAIL,45000000,76261036,104505362,82306165,139483409,191143012
2001,Valentine,men,FAIL,10000000,20384136,20384136,18290259,37283112,37283112
2001,Vanilla Sky,notalk,FAIL,70000000,100614858,202726605,128031812,184027179,370792208
2001,Zoolander,ok,PASS,28000000,45172250,60780981,51212725,82621215,111169987
2000,28 Days,ok,PASS,43000000,37035515,62063972,80863333,69646866,116713947
2000,Almost Famous,ok,PASS,60000000,32522352,47371191,112832559,61159671,89083545
2000,American Psycho,notalk,FAIL,8000000,15070285,28674417,15044341,28340314,53923464
2000,Beautiful Creatures,ok,PASS,50000000,19452138,55940671,94027132,36580576,105198818
2000,Best in Show,ok,PASS,6000000,18621249,20695413,11283256,35018053,38918607
2000,Billy Elliot,ok,PASS,5000000,21995263,109280263,9402713,41363031,205506196
2000,Boiler Room,notalk,FAIL,9000000,16963963,28773637,16924883,31901456,54110052
2000,Bring It On,ok,PASS,10000000,68353550,90453550,18805427,128541766,170101759
2000,Cast Away,notalk,FAIL,85000000,233632142,427230516,159846125,439355207,803425207
2000,Cecil B. Demented,ok,PASS,10000000,1276984,1953882,18805427,2401422,3674358
2000,Center Stage,ok,PASS,18000000,17200925,17200925,33849768,32347074,32347074
2000,Charlie&#39;s Angels,ok,PASS,90000000,125305545,259736090,169248838,235642422,488444795
2000,Chicken Run,ok,PASS,42000000,106793915,227793915,78982791,200830512,428376173
2000,Chocolat,ok,PASS,25000000,71309760,152500343,47013567,134101045,286783399
2000,Coyote Ugly,men,FAIL,45000000,60786269,115786269,84624419,114311172,217741017
2000,Dancer in the Dark,ok,PASS,12500000,4157491,45557491,23506783,7818339,85672804
2000,"Dude, Where&#39;s My Car",men,FAIL,14000000,46729374,73180297,26327597,87876581,137618669
2000,Dune,ok,PASS,45000000,27447471,27447471,84624419,51616140,51616140
2000,Erin Brockovich,ok,PASS,50000000,125548685,257805243,94027132,236099657,484813755
2000,Final Destination,notalk,FAIL,23000000,53302314,112036870,43252481,100237274,210690112
2000,Gladiator,nowomen,FAIL,103000000,187683805,457683805,193695893,352947400,860693916
2000,Gone in Sixty Seconds,notalk,FAIL,103300000,101643008,232643008,194260056,191144011,437495098
2000,High Fidelity,men,FAIL,20000000,27277055,47881663,37610854,51295665,90043509
2000,Hollow Man,ok,PASS,90000000,73209340,191200000,169248838,137673287,359559755
2000,Little Nicky,notalk,FAIL,80000000,39442871,58270391,150443413,74174001,109579955
2000,Love &amp; Basketball,ok,PASS,15000000,27441122,27709625,28208140,51604200,52109132
2000,Meet the Parents,men,FAIL,55000000,166225040,304599899,103429846,312593278,572813101
2000,Memento,notalk,FAIL,5000000,25544867,39723096,9402713,48038212,74700977
2000,Miss Congeniality,ok,PASS,45000000,106807667,213420951,84624419,200856373,401347200
2000,Mission to Mars,notalk,FAIL,90000000,60874615,106000000,169248838,114477310,199337520
2000,"O Brother, Where Art Thou?",nowomen,FAIL,26000000,45506619,75763814,48894109,85577138,142477084
2000,Pitch Black,ok,PASS,23000000,39235088,53182088,43252481,73783256,100011185
2000,Pokemon: The Movie 2000,men,FAIL,30000000,43746923,133946923,56416279,82267955,251892902
2000,Red Planet,nowomen,FAIL,80000000,17480890,33463969,150443413,32873560,62930421
2000,Remember the Titans,notalk,FAIL,30000000,115654751,136706683,56416279,217493692,257082748
2000,Requiem for a Dream,ok,PASS,4500000,3635482,7390108,8462442,6836679,13897413
2000,Return to Me,dubious,FAIL,24000000,32662299,32662299,45133023,61422846,61422846
2000,Romeo Must Die,nowomen,FAIL,25000000,55973336,91036760,47013567,105260245,171198510
2000,Rugrats in Paris:,ok,PASS,30000000,76501438,103284813,56416279,143864217,194231496
2000,Saving Grace,ok,PASS,4000000,12178602,27786849,7522171,22902381,52254355
2000,Scream 3,ok,PASS,40000000,89138076,161838076,75221706,167627954,304343404
2000,Sexy Beast,men,FAIL,4300000,6946056,10154577,8086333,13062354,19096115
2000,Shanghai Noon,notalk,FAIL,55000000,56932305,71189835,103429846,107063628,133875520
2000,Snatch.,nowomen,FAIL,10000000,30093107,83593107,18805427,56591372,157200403
2000,Songcatcher,ok,PASS,1800000,3050934,3050934,3384977,5737411,5737411
2000,The Beach,notalk,FAIL,50000000,39778599,39778599,94027132,74805352,74805352
2000,The Cell,men,FAIL,35000000,61280963,85911226,65818992,115241464,161559725
2000,The Emperor&#39;s New Groove,ok,PASS,100000000,89296573,169296573,188054265,167926014,318369427
2000,The Gift,dubious,FAIL,10000000,12008642,44567606,18805427,22582763,83811284
2000,The Patriot,dubious,FAIL,110000000,113330342,215300000,206859692,213122542,404880833
2000,The Road to El Dorado,nowomen,FAIL,95000000,50802661,65700000,178651551,95536571,123551653
2000,The Way of the Gun,men,FAIL,9000000,6047856,13061935,16924883,11373251,24563525
2000,The Whole Nine Yards,ok,PASS,24000000,57262492,85527867,45133023,107684558,160838802
2000,Thirteen days,notalk,FAIL,80000000,34566746,66554547,150443413,65004240,125158664
2000,Titan A.E.,ok,PASS,75000000,22751979,36751979,141040699,42786067,69113663
2000,Unbreakable,nowomen,FAIL,73243106,94999143,248099143,137736785,178649940,466561020
2000,Urbania,notalk,FAIL,225000,1032075,1032075,423122,1940861,1940861
2000,Vertical Limit,notalk,FAIL,75000000,68473360,213500000,141040699,128767074,401495855
2000,What Lies Beneath,ok,PASS,90000000,155464351,288693989,169248838,292357342,542901359
2000,What Women Want,notalk,FAIL,65000000,182805123,372100000,122235273,343772830,699749921
2000,Where the Heart Is,ok,PASS,15000000,33771174,40862054,28208140,63508133,76842835
2000,"Wo hu cang long (Crouching Tiger, Hidden Dragon)",ok,PASS,15000000,128067808,213200000,28208140,240836975,400931693
2000,X-Men,notalk,FAIL,75000000,157299717,296339717,141040699,295808827,557279477
1999,10 Things I Hate About You,ok,PASS,13000000,38177966,60414025,25270208,74212706,117436541
1999,8MM,notalk,FAIL,40000000,36443442,96398826,77754489,70841030,187386036
1999,American Beauty,ok,PASS,15000000,130058047,356258047,29157933,252814924,692516558
1999,American Pie,men,FAIL,12000000,101800948,234723148,23326346,197887016,456269460
1999,Analyze This,notalk,FAIL,30000000,106885658,176885658,58315867,207770992,343841348
